city,state,population
Powellsville,North Carolina,244
Reeves,Louisiana,244
Saddlebrooke,Missouri,244
Sweet Water,Alabama,244
Thawville,Illinois,244
Torrey,Utah,244
Vandemere,North Carolina,244
Westbrook,Texas,244
Glen Ridge,Florida,243
Macedonia,Iowa,243
Millican,Texas,243
Montour,Iowa,243
Newtown,Indiana,243
Nulato,Alaska,243
Oconee,Georgia,243
Richview,Illinois,243
Spickard,Missouri,243
Union,Nebraska,243
Willow Lake,South Dakota,243
Anderson,Texas,242
Castor,Louisiana,242
Cisco,Illinois,242
Dix,Nebraska,242
Greeley,Iowa,242
Hamilton,Kansas,242
Hayward,Minnesota,242
Higginsport,Ohio,242
Iaeger,West Virginia,242
Oak Ridge,Texas,242
Paisley,Oregon,242
Willard,New Mexico,242
Agra,Kansas,241
Ames,Oklahoma,241
Bath,North Carolina,241
Blue Springs,Mississippi,241
Boulder,Utah,241
Boynton,Oklahoma,241
Central Pacolet,South Carolina,241
Greensboro,Pennsylvania,241
Hickory Ridge,Arkansas,241
Keswick,Iowa,241
Madison,Virginia,241
Montpelier,Louisiana,241
Mullinville,Kansas,241
Pemberton,Minnesota,241
Slaughter Beach,Delaware,241
Steward,Illinois,241
Talmage,Nebraska,241
Woodson,Texas,241
Briarcliff,Arkansas,240
Gillsville,Georgia,240
Grand Cane,Louisiana,240
Kappa,Illinois,240
Lansford,North Dakota,240
Menominee,Illinois,240
Monetta,South Carolina,240
Pace,Mississippi,240
Partridge,Kansas,240
Pisgah,Iowa,240
Sims,Illinois,240
Taylor Landing,Texas,240
Wadena,Iowa,240
Watha,North Carolina,240
Womelsdorf (Coalton),West Virginia,240
Crossnore,North Carolina,239
Fontana,Kansas,239
Fort Peck,Montana,239
Hardinsburg,Indiana,239
Hopewell,Pennsylvania,239
Kingsbury,Indiana,239
Leamington,Utah,239
Malta Bend,Missouri,239
Marquette,Nebraska,239
Raiford,Florida,239
Severn,North Carolina,239
Union Dale,Pennsylvania,239
Yale,Iowa,239
Zumbro Falls,Minnesota,239
Addieville,Illinois,238
East Thermopolis,Wyoming,238
Hillsboro,West Virginia,238
Holstein,Nebraska,238
Lexa,Arkansas,238
Meservey,Iowa,238
Morgan City,Mississippi,238
Schell City,Missouri,238
Ste. Marie,Illinois,238
Taft,Oklahoma,238
Troy Grove,Illinois,238
Woodlawn,Kentucky,238
Blackburn,Missouri,237
Meno,Oklahoma,237
Milroy,Minnesota,237
Potter,Wisconsin,237
Prescott,Iowa,237
Rosston,Arkansas,237
Teller,Alaska,237
Berkey,Ohio,236
Constableville,New York,236
Darlington,Pennsylvania,236
Garland,Arkansas,236
Glenwood,Indiana,236
Lexington,Oregon,236
Midway,Texas,236
New Riegel,Ohio,236
Sandy Point,Texas,236
Saratoga,Indiana,236
Shady Dale,Georgia,236
Springview,Nebraska,236
The Plains,Virginia,236
Waco,Nebraska,236
Bethune,Colorado,235
Bronaugh,Missouri,235
Carl,Georgia,235
Cypress,Illinois,235
Fredonia,Iowa,235
Interlaken,Utah,235
Lake Lillian,Minnesota,235
Little Creek,Delaware,235
Peetz,Colorado,235
Sanders,Kentucky,235
Upper Kalskag,Alaska,235
Bone Gap,Illinois,234
Creswell,North Carolina,234
Donnelly,Minnesota,234
Henning,Illinois,234
Liberty,Pennsylvania,234
Mount Eaton,Ohio,234
New Harmony,Utah,234
North Bay,Wisconsin,234
Prompton,Pennsylvania,234
Radisson,Wisconsin,234
Ryegate,Montana,234
Wolverine,Michigan,234
Bison,Kansas,233
Boones Mill,Virginia,233
Concord,Arkansas,233
Denton,Montana,233
Easton,Missouri,233
Ellisburg,New York,233
Fenton,Iowa,233
Kangley,Illinois,233
Kipton,Ohio,233
Leavenworth,Indiana,233
Manor Creek,Kentucky,233
Martinsburg,Ohio,233
Nason,Illinois,233
Oak Ridge,Missouri,233
Pachuta,Mississippi,233
Walton,Kansas,233
Ackerly,Texas,232
Applegate,Michigan,232
Bardolph,Illinois,232
Chesterville,Ohio,232
Cromwell,Minnesota,232
Crystal Lake,Iowa,232
Gilby,North Dakota,232
Orchard Hill,Georgia,232
Staplehurst,Nebraska,232
Stites,Idaho,232
Western,Nebraska,232
Bigelow,Minnesota,231
Center Point,Indiana,231
Hobson,Montana,231
Jerico Springs,Missouri,231
Kit Carson,Colorado,231
Laurel,Iowa,231
Madrid,Nebraska,231
Pawnee Rock,Kansas,231
Rico,Colorado,231
Roaring Springs,Texas,231
Saxis,Virginia,231
Severy,Kansas,231
Tamaha,Oklahoma,231
Warfield,Kentucky,231
Callaway,Minnesota,230
Crossgate,Kentucky,230
Fitzhugh,Oklahoma,230
Goldsboro,Maryland,230
Grinnell,Kansas,230
Lenora,Kansas,230
Leonard,North Dakota,230
Oliver,Georgia,230
Page,North Dakota,230
Paton,Iowa,230
Pavillion,Wyoming,230
Pyatt,Arkansas,230
Rensselaer,Missouri,230
Roosevelt,Oklahoma,230
Scranton,Arkansas,230
Trent,South Dakota,230
White City,Illinois,230
Amsterdam,Missouri,229
Buckner,Arkansas,229
Campbell Station,Arkansas,229
Creston,Washington,229
Darbyville,Ohio,229
Emma,Missouri,229
Forsan,Texas,229
Gary,South Dakota,229
Grandin,Missouri,229
Horn Hill,Alabama,229
Nilwood,Illinois,229
Pease,Minnesota,229
Plaucheville,Louisiana,229
Roopville,Georgia,229
Seagrove,North Carolina,229
Seneca,Oregon,229
Unionville Center,Ohio,229
Yorkana,Pennsylvania,229
Benedict,Nebraska,228
Elrosa,Minnesota,228
Kirbyville,Missouri,228
Lexington,Georgia,228
Momeyer,North Carolina,228
Olar,South Carolina,228
Omaha,Illinois,228
Pamplin City,Virginia,228
Spring Lake,Indiana,228
St. Francis,Arkansas,228
Willow Hill,Illinois,228
Ambia,Indiana,227
Bakersfield,Missouri,227
Cedar Hill Lakes,Missouri,227
Creola,Louisiana,227
Flensburg,Minnesota,227
Fort Laramie,Wyoming,227
Glen Campbell,Pennsylvania,227
Hoople,North Dakota,227
Kite,Georgia,227
Lake Wilson,Minnesota,227
Lima,Montana,227
Marathon,Iowa,227
Morrill,Kansas,227
Napoleon,Indiana,227
New Columbus,Pennsylvania,227
Packwood,Iowa,227
Reading,Kansas,227
Smithland,Iowa,227
Turin,New York,227
Walnut,Kansas,227
Corinth,Kentucky,226
Elbing,Kansas,226
Gratiot,Wisconsin,226
Greenwood,Illinois,226
Nebo,Kentucky,226
Sherwood,North Dakota,226
Waldorf,Minnesota,226
Avera,Georgia,225
Detroit,Oregon,225
East Hope,Idaho,225
Elba,Nebraska,225
Forest City,Illinois,225
Griffithville,Arkansas,225
Henrieville,Utah,225
Lane,Kansas,225
Louisville,Kansas,225
Maxeys,Georgia,225
Minnewaukan,North Dakota,225
Nisland,South Dakota,225
Pollock,South Dakota,225
Ravenna,Texas,225
Rexford,Kansas,225
Robinson,Kansas,225
Salladasburg,Pennsylvania,225
Troutville,Pennsylvania,225
Twilight,Pennsylvania,225
Bethany,Pennsylvania,224
Cobalt,Missouri,224
Creedmoor,Texas,224
Dadeville,Missouri,224
Damascus,Georgia,224
Hubbard,Nebraska,224
La Ward,Texas,224
Lakeview Heights,Kentucky,224
Losantville,Indiana,224
Owendale,Michigan,224
Painter,Virginia,224
Portersville,Pennsylvania,224
Pottawattamie Park,Indiana,224
Rogers,Ohio,224
Taylorsville,Georgia,224
Burnside,Pennsylvania,223
Craig,Missouri,223
Curryville,Missouri,223
Fostoria,Iowa,223
Harrison,Nebraska,223
Harrisville,Ohio,223
Keystone,West Virginia,223
Lignite,North Dakota,223
Lostine,Oregon,223
Mackville,Kentucky,223
Marland,Oklahoma,223
Medicine Lake,Montana,223
Mentor,Kentucky,223
New Providence,Iowa,223
Olds,Iowa,223
Owaneco,Illinois,223
Pickstown,South Dakota,223
Pineville,Arkansas,223
Riverdale,North Dakota,223
Wachapreague,Virginia,223
Washta,Iowa,223
Bryce Canyon City,Utah,222
Buckland,Ohio,222
Chester,Nebraska,222
De Kalb,Missouri,222
Dougherty,Oklahoma,222
Dudley,Missouri,222
Greenwald,Minnesota,222
Kelford,North Carolina,222
Mineral,Illinois,222
Norwood,Georgia,222
Uehling,Nebraska,222
Winger,Minnesota,222
Andersonville,Georgia,221
Berger,Missouri,221
Burdett,Kansas,221
Campbellton,Florida,221
Heflin,Louisiana,221
Hills and Dales,Ohio,221
Lake Ka-Ho,Illinois,221
Lismore,Minnesota,221
North Star,Ohio,221
Ruthton,Minnesota,221
Rutledge,Minnesota,221
Smithfield,Illinois,221
Aleknagik,Alaska,220
Askewville,North Carolina,220
Caney City,Texas,220
Clatonia,Nebraska,220
Clear Lake,Illinois,220
Detroit,Alabama,220
Goose Lake,Iowa,220
Gratiot,Ohio,220
Hanksville,Utah,220
Hanlontown,Iowa,220
Highland Park,Florida,220
Jewett,Illinois,220
Lineville,Iowa,220
Lynch,Nebraska,220
McCook,Illinois,220
Meta,Missouri,220
Moore Station,Texas,220
Navarro,Texas,220
Skykomish,Washington,220
Bladen,Nebraska,219
Calvin,Louisiana,219
Fisher,Louisiana,219
Gilman,Minnesota,219
Gorham,Illinois,219
Houstonia,Missouri,219
Landisburg,Pennsylvania,219
Preston,Missouri,219
Stuckey,South Carolina,219
Sumner,Nebraska,219
Thedford,Nebraska,219
Wahkon,Minnesota,219
Bates City,Missouri,218
Belle Valley,Ohio,218
Clarksville,Pennsylvania,218
Donnelly,Idaho,218
Douglassville,Texas,218
Fieldon,Illinois,218
Furman,South Carolina,218
Gainesville,New York,218
Hornick,Iowa,218
Jamaica,Iowa,218
Merom,Indiana,218
Oakland,Kentucky,218
Olsburg,Kansas,218
Posen,Michigan,218
Stinesville,Indiana,218
Surry,Virginia,218
Valley Hi,Ohio,218
Wabbaseka,Arkansas,218
Cushing,Iowa,217
Cusick,Washington,217
Delmont,South Dakota,217
Jet,Oklahoma,217
Kenefic,Oklahoma,217
Lakeline,Ohio,217
Mendota,Minnesota,217
Russell,Arkansas,217
Stotts City,Missouri,217
Tustin,Michigan,217
Zap,North Dakota,217
Ardencroft,Delaware,216
Cleghorn,Iowa,216
Currie,Minnesota,216
Ford,Kansas,216
Harrison,Idaho,216
Hecla,South Dakota,216
Hollansburg,Ohio,216
Ludlow Falls,Ohio,216
Mount Hope,Wisconsin,216
Riley,Indiana,216
Rockdale,Wisconsin,216
Scotsdale,Missouri,216
Seven Devils,North Carolina,216
Shamrock Lakes,Indiana,216
Smyrna,New York,216
Virginia City,Montana,216
Wellington,Illinois,216
Asbury,Missouri,215
Avalon,Georgia,215
Gantt,Alabama,215
Gasconade,Missouri,215
Grand River,Iowa,215
Hebron,Texas,215
Jenera,Ohio,215
Livingston,Kentucky,215
McIntosh,Alabama,215
Oden,Arkansas,215
Old Harbor,Alaska,215
Paxico,Kansas,215
Roswell,Ohio,215
South Shore,South Dakota,215
Weyerhaeuser,Wisconsin,215
Williamson,Illinois,215
Wilson Creek,Washington,215
Bluffton,Minnesota,214
Coffee Springs,Alabama,214
Dennison,Minnesota,214
Elderon,Wisconsin,214
Florida,Ohio,214
Hambleton,West Virginia,214
Long Point,Illinois,214
Mantee,Mississippi,214
Meansville,Georgia,214
Mellette,South Dakota,214
New Burnside,Illinois,214
Sheldon,Wisconsin,214
Thurman,Iowa,214
Bryant,Illinois,213
Carroll,Nebraska,213
Deer Park,Wisconsin,213
Fisher,Arkansas,213
Frontier,North Dakota,213
Garland,Nebraska,213
Napoleon,Missouri,213
Northrop,Minnesota,213
Phenix,Virginia,213
Queen Anne,Maryland,213
Seibert,Colorado,213
Straughn,Indiana,213
Aline,Oklahoma,212
Bassfield,Mississippi,212
Beardsley,Minnesota,212
Curtiss,Wisconsin,212
Danville,Georgia,212
Elk Garden,West Virginia,212
Gresham,Nebraska,212
Larkspur,Colorado,212
Maxwell,New Mexico,212
Mayview,Missouri,212
Montrose,Georgia,212
Nehawka,Nebraska,212
Parral,Ohio,212
Reliance,South Dakota,212
Roxobel,North Carolina,212
Shanksville,Pennsylvania,212
St. Charles,Arkansas,212
Stanwood,Michigan,212
Stout,Iowa,212
Tillar,Arkansas,212
Woodruff,Utah,212
Cross Timbers,Missouri,211
Garden,Michigan,211
Grygla,Minnesota,211
Harvel,Illinois,211
Hazelton,North Dakota,211
Hitterdal,Minnesota,211
Index,Washington,211
Kansas,Alabama,211
Magness,Arkansas,211
Radom,Illinois,211
Roy,New Mexico,211
Selden,Kansas,211
Tulare,South Dakota,211
Wyaconda,Missouri,211
Alsey,Illinois,210
Aneta,North Dakota,210
Ashville,Pennsylvania,210
Colp,Illinois,210
Daviston,Alabama,210
Ehrenfeld,Pennsylvania,210
Hardesty,Oklahoma,210
Huttonsville,West Virginia,210
Joice,Iowa,210
McNary,Louisiana,210
Mesic,North Carolina,210
Mobile City,Texas,210
Ollie,Iowa,210
Sylvania,Pennsylvania,210
Vinton,Ohio,210
Bloomington,Idaho,209
Buffalo,Kansas,209
Burns,Kansas,209
Caulksville,Arkansas,209
Fountain Run,Kentucky,209
Gotebo,Oklahoma,209
Hanging Rock,Ohio,209
Helena,Ohio,209
Lucas,Iowa,209
Magnolia,Minnesota,209
Mount Gretna,Pennsylvania,209
Patriot,Indiana,209
Rake,Iowa,209
Toronto,South Dakota,209
Union,Alabama,209
Anniston,Missouri,208
Argyle,Georgia,208
Big Falls,Minnesota,208
Conconully,Washington,208
Gordon,Ohio,208
Ida,Louisiana,208
Kinderhook,Illinois,208
Kossuth,Mississippi,208
Linden,Iowa,208
Panama,Iowa,208
Pleasant Dale,Nebraska,208
Pocasset,Oklahoma,208
St. Johns,Illinois,208
Ukiah,Oregon,208
Ursina,Pennsylvania,208
Walstonburg,North Carolina,208
Washtucna,Washington,208
Woodloch,Texas,208
Arriba,Colorado,207
Bynum,Texas,207
Cantril,Iowa,207
Curran,Illinois,207
Eastvale,Pennsylvania,207
Garrison,Minnesota,207
Geddes,South Dakota,207
Jackson Center,Pennsylvania,207
Kell,Illinois,207
Nunam Iqua,Alaska,207
Oakdale,Tennessee,207
Penelope,Texas,207
Plaza,North Dakota,207
Rio,Illinois,207
South English,Iowa,207
Addison,Pennsylvania,206
Adona,Arkansas,206
Albin,Wyoming,206
Browndell,Texas,206
Chapman,Pennsylvania,206
Denton,Nebraska,206
Elizabeth,Indiana,206
Glenwood,Missouri,206
Jacksonville,Vermont,206
Kempton,Illinois,206
Knox City,Missouri,206
Liberty,Oklahoma,206
Malden,Washington,206
New Leipzig,North Dakota,206
New Minden,Illinois,206
Port Royal,Virginia,206
Ramona,South Dakota,206
Reydon,Oklahoma,206
Sumpter,Oregon,206
Verona,Illinois,206
Woden,Iowa,206
Birmingham,Missouri,205
Bruce,South Dakota,205
Chatham,Michigan,205
Chula,Missouri,205
Elgin,Pennsylvania,205
Flasher,North Dakota,205
Lake Bronson,Minnesota,205
Leipsic,Delaware,205
Malta,Idaho,205
McBride,Michigan,205
Mekoryuk,Alaska,205
Noma,Florida,205
Palmer,Illinois,205
Schoenchen,Kansas,205
Slaughters,Kentucky,205
Slayden,Tennessee,205
Stillwater,Pennsylvania,205
Sylvia,Kansas,205
Whittier,Alaska,205
Wilmore,Pennsylvania,205
Windom,Texas,205
Belk,Alabama,204
Blodgett,Missouri,204
Centerville,Pennsylvania,204
Clutier,Iowa,204
Edgerton,Wyoming,204
Halifax,North Carolina,204
Halliday,North Dakota,204
Karns City,Pennsylvania,204
Moorhead,Iowa,204
Pennington,Alabama,204
Pleasantville,Pennsylvania,204
Reevesville,South Carolina,204
Smolan,Kansas,204
Spurgeon,Indiana,204
Storden,Minnesota,204
Van Wert,Iowa,204
Black,Alabama,203
Buncombe,Illinois,203
Canadian,Oklahoma,203
College Springs,Iowa,203
Creston,Nebraska,203
Frederika,Iowa,203
Froid,Montana,203
Goree,Texas,203
Hayes Center,Nebraska,203
Jackson,Nebraska,203
Pollard,Arkansas,203
Standard,Illinois,203
Tuscumbia,Missouri,203
Wellman,Texas,203
Braman,Oklahoma,202
Brinson,Georgia,202
Cottonwood,Texas,202
Egg Harbor,Wisconsin,202
Falling Spring,West Virginia,202
Fort Yates,North Dakota,202
Gary,Minnesota,202
Guide Rock,Nebraska,202
Haywood City,Missouri,202
Industry,California,202
Matoaka,West Virginia,202
Nauvoo,Alabama,202
Pine Village,Indiana,202
San Jon,New Mexico,202
Seaton,Illinois,202
Surrency,Georgia,202
Tappen,North Dakota,202
Vermilion,Illinois,202
Yellow Bluff,Alabama,202
Altamont,Missouri,201
Alvord,Iowa,201
Barnett,Missouri,201
Bethel,Delaware,201
Bulpitt,Illinois,201
Chugwater,Wyoming,201
Des Lacs,North Dakota,201
Garfield,Georgia,201
Glendo,Wyoming,201
Glenfield,Pennsylvania,201
Hanston,Kansas,201
Haviland,Ohio,201
Hull,Georgia,201
Keensburg,Illinois,201
Monterey,Indiana,201
Oldtown,Idaho,201
Samburg,Tennessee,201
San Ysidro,New Mexico,201
Sobieski,Minnesota,201
South Salem,Ohio,201
Stoutland,Missouri,201
White Mountain,Alaska,201
Barkeyville,Pennsylvania,200
Belvue,Kansas,200
Blairsburg,Iowa,200
Burke,New York,200
Hallwood,Virginia,200
Koshkonong,Missouri,200
La Fayette,Illinois,200
Mosby,Missouri,200
Norris,Illinois,200
Oakdale,Illinois,200
Parkersburg,Illinois,200
Sellers,South Carolina,200
Taylor,Nebraska,200
Tenstrike,Minnesota,200
Autryville,North Carolina,199
Elkton,Oregon,199
Jacksonport,Arkansas,199
Lewellen,Nebraska,199
Macy,Indiana,199
Phillipsburg,Missouri,199
Barnard,Missouri,198
Batchtown,Illinois,198
Bienville,Louisiana,198
Burbank,Ohio,198
Caney,Oklahoma,198
Ellsworth,Illinois,198
Fordville,North Dakota,198
Fountain,Michigan,198
Goodlow,Texas,198
Grayling,Alaska,198
Independence,Utah,198
Kellyton,Alabama,198
Lebanon,Kansas,198
Loachapoka,Alabama,198
Melvin,Iowa,198
Mount Sterling,Wisconsin,198
North Robinson,Ohio,198
Oakwood,Missouri,198
Peterson,Minnesota,198
Petrolia,Pennsylvania,198
Silver Creek,Mississippi,198
Trenton,South Carolina,198
Westgate,Iowa,198
Altona,Indiana,197
Blencoe,Iowa,197
Broaddus,Texas,197
Eland,Wisconsin,197
Garden Grove,Iowa,197
Harrells,North Carolina,197
Holland,Missouri,197
Lilly,Georgia,197
Marquand,Missouri,197
Meire Grove,Minnesota,197
Mill Shoals,Illinois,197
Newton Hamilton,Pennsylvania,197
Oakwood Park,Missouri,197
O'Kean,Arkansas,197
Paint Rock,Alabama,197
Pecan Gap,Texas,197
Pittsburg,Oklahoma,197
Providence,Alabama,197
Scotia,South Carolina,197
Sugar Mountain,North Carolina,197
Tyro,Kansas,197
Waterloo,Alabama,197
Baylis,Illinois,196
Edwardsville,Alabama,196
Eureka,North Carolina,196
Frederick,South Dakota,196
Glenview Manor,Kentucky,196
Hancock,Iowa,196
Marklesburg,Pennsylvania,196
Mitchellville,Tennessee,196
Mount Cory,Ohio,196
Peck,Idaho,196
Spillertown,Illinois,196
Trumbull,Nebraska,196
Volga,Iowa,196
Zanesfield,Ohio,196
Burket,Indiana,195
Cerro Gordo,North Carolina,195
Donnellson,Illinois,195
Edgar Springs,Missouri,195
Fulton,Arkansas,195
Montrose,Illinois,195
Munich,North Dakota,195
Neck City,Missouri,195
Newtonia,Missouri,195
Okabena,Minnesota,195
Shumway,Illinois,195
Winifred,Montana,195
Arthur,Iowa,194
Holbrook,Nebraska,194
Jonesville,Indiana,194
Millersburg,Michigan,194
Nash,Oklahoma,194
Nelson,Minnesota,194
Opdyke West,Texas,194
Rembrandt,Iowa,194
Wentworth,South Dakota,194
Woodburn,Iowa,194
Caledonia,Illinois,193
Copemish,Michigan,193
Dunbar,Nebraska,193
Gilbertown,Alabama,193
Kahlotus,Washington,193
Lincolnville,Kansas,193
Lowrys,South Carolina,193
Mellott,Indiana,193
Mission Woods,Kansas,193
Onslow,Iowa,193
Poneto,Indiana,193
South Haven,Minnesota,193
Tipton,Kansas,193
Woodside,Delaware,193
Callensburg,Pennsylvania,192
Edgefield,Louisiana,192
Enville,Tennessee,192
Haralson,Georgia,192
Harpster,Ohio,192
Patch Grove,Wisconsin,192
Pittsboro,Mississippi,192
Union Center,Wisconsin,192
Breedsville,Michigan,191
Dunn Center,North Dakota,191
Dwight,Nebraska,191
Franklin,Arkansas,191
Galway,New York,191
Hooppole,Illinois,191
Moscow,Ohio,191
Pickrell,Nebraska,191
Sheyenne,North Dakota,191
Stockton,Iowa,191
Wimbledon,North Dakota,191
Allen,Michigan,190
Amador City,California,190
Bremen,Kentucky,190
Carl's Corner,Texas,190
Drakesville,Iowa,190
Exeland,Wisconsin,190
Forada,Minnesota,190
Friendship,Arkansas,190
Gilliam,Missouri,190
Kamrar,Iowa,190
Laredo,Missouri,190
Little York,Indiana,190
Long Creek,Oregon,190
Morganville,Kansas,190
Starr,South Carolina,190
Sunset,Arkansas,190
West Leipsic,Ohio,190
Albany,Vermont,189
Beattie,Kansas,189
Bolckow,Missouri,189
Du Bois,Illinois,189
Greenway,Arkansas,189
Hughesville,Missouri,189
Mitchell,Georgia,189
Mooreton,North Dakota,189
Register,Georgia,189
Shippingport,Pennsylvania,189
Sidney,Arkansas,189
Watson,Minnesota,189
Bloomingdale,Ohio,188
Camden,Missouri,188
Elberon,Iowa,188
Fillmore,Missouri,188
Golden,Mississippi,188
Grenola,Kansas,188
Hustler,Wisconsin,188
Megargel,Texas,188
Northome,Minnesota,188
Onaway,Idaho,188
Prairieburg,Iowa,188
West Elkton,Ohio,188
Alligator,Mississippi,187
Beaverton,Alabama,187
Cool,Texas,187
Craig,Nebraska,187
Dell,Arkansas,187
Gurley,Nebraska,187
Howard City (Boelus),Nebraska,187
Latah,Washington,187
Minnesota City,Minnesota,187
Nashville,Ohio,187
New Cambria,Missouri,187
Newhalen,Alaska,187
Saco,Montana,187
Thornhill,Kentucky,187
Wren,Ohio,187
Benson,Pennsylvania,186
Boxholm,Iowa,186
Broughton,Illinois,186
Clawson,Utah,186
Culloden,Georgia,186
Dent,Minnesota,186
Eldred,Illinois,186
Emmett,Kansas,186
Hosmer,South Dakota,186
Onycha,Alabama,186
Rantoul,Kansas,186
Wing,North Dakota,186
Worthville,Kentucky,186
Ashton,Nebraska,185
Blockton,Iowa,185
Blythedale,Missouri,185
Elk Mountain,Wyoming,185
Henderson,Iowa,185
Homestead,Missouri,185
Maysville,Iowa,185
Mount Croghan,South Carolina,185
Newberry,Indiana,185
Ogema,Minnesota,185
Rayle,Georgia,185
Raymond,Nebraska,185
Rossburg,Ohio,185
Royal Lakes,Illinois,185
St. Lawrence,South Dakota,185
Wilson,Wisconsin,185
Winnett,Montana,185
Bee,Nebraska,184
Buffalo,North Dakota,184
Custar,Ohio,184
Davis City,Iowa,184
Decatur City,Iowa,184
Easton,Minnesota,184
Fairview,Pennsylvania,184
